Cloudiness,Country,Date,Maximum Temperature,Humidity,Latitude,Longitude,Wind Speed,City
0,TM,1666236172,44.58,76,39.0733,63.5786,11.5,Turkmenabat
90,RO,1666236172,31.95,96,47.75,25.1833,4.99,Izvoarele Sucevei
0,ER,1666236173,82.65,59,13.9297,41.6925,1.66,Edd
100,GB,1666236173,59.9,91,51.3813,1.3862,4.0,Margate
8,TH,1666236173,78.69,62,17.6667,100.5,1.5,Uttaradit
24,MX,1666236160,72.9,65,30.4833,-115.95,2.13,San Quintín
86,CN,1666236174,77.36,17,26.5222,110.9311,2.1,Baisha
87,NE,1666236174,79.43,22,14.5106,6.765,9.35,Dakoro
3,NP,1666236174,52.5,51,29.2747,82.1838,3.06,Jumla
3,RO,1666236175,50.14,70,43.6667,25.4667,2.24,Năsturelu
59,BR,1666236175,83.01,50,-14.8361,-56.4275,2.44,Rosário Oeste
94,RU,1666236175,35.13,89,61.1531,41.343,10.27,Ust'-Shonosha
12,MN,1666236175,53.89,21,46.6806,113.2792,11.27,Baruun-Urt
52,NZ,1666236176,65.32,66,-35.1,173.7833,11.61,Kaeo
100,ID,1666236176,85.86,66,0.8,127.4,3.74,Ternate
1,AU,1666236176,67.48,66,-38.2667,141.9667,11.79,Codrington
98,US,1666236177,36.34,75,46.5333,-87.6335,7.78,Marquette
99,CN,1666236110,58.91,27,38.4167,77.2406,4.56,Shache
43,GW,1666236177,80.31,76,11.2833,-15.8333,4.38,Bubaque
100,BR,1666236177,79.41,58,-18.5067,-54.76,2.95,Coxim
28,PF,1666236178,79.12,75,-16.5167,-151.75,6.82,Vaitape
20,GL,1666236178,27.21,86,64.1835,-51.7216,9.22,Nuuk
87,NL,1666236178,45.03,88,53.25,6.75,8.05,Province of Groningen
100,PK,1666236179,82.6,41,25.1216,62.3254,6.91,Gwadar
40,US,1666236179,77.47,57,37.4636,-122.4286,9.22,Half Moon Bay
95,GT,1666236179,79.84,85,14.3,-91.9167,6.2,Champerico
100,CN,1666236180,59.83,20,41.1231,80.2644,0.18,Aksu
89,PL,1666236180,42.85,69,54.0359,19.0266,6.96,Malbork
0,US,1666235948,51.22,58,40.8126,-73.999,14.97,Fairview
88,AR,1666236180,62.02,63,-34.6177,-68.3301,5.1,San Rafael
83,MX,1666236181,57.83,68,21.0167,-102.1667,8.66,San Julián
0,RU,1666236181,37.29,75,53.6039,91.3903,6.71,Belyy Yar
20,MU,1666236181,72.21,77,-20.3428,57.7575,0.0,Bambous Virieux
93,PE,1666236182,63.88,81,-4.5772,-81.2719,17.83,Talara
98,NZ,1666236182,62.55,58,-36.8333,175.7,14.0,Whitianga
91,IR,1666236182,82.49,40,25.2919,60.643,5.14,Chabahar
0,AU,1666236183,89.37,27,-20.7333,139.5,6.91,Mount Isa
100,MX,1666236183,71.4,91,16.5167,-92.7333,2.59,Chiapilla
100,CO,1666236183,66.33,95,3.2499,-76.2281,1.81,Miranda
100,CF,1666236184,68.88,99,4.6482,22.2633,1.32,Gambo
67,SN,1666236184,75.29,85,12.485,-16.5469,5.53,Oussouye
34,NZ,1666236184,59.58,60,-38.3667,178.3,8.41,Tolaga Bay
2,MG,1666236185,68.34,88,-25.1667,46.0833,10.25,Ambovombe
100,ID,1666236185,85.82,73,-8.19,114.9675,4.45,Banjar
40,AR,1666236186,42.85,61,-51.6226,-69.2181,14.97,Río Gallegos
100,CA,1666236186,57.06,94,47.5999,-53.2648,4.0,Bay Roberts
0,US,1666236118,44.85,49,39.1834,-84.5333,6.91,Hamilton
40,JP,1666236186,60.94,59,40.2686,140.5683,13.8,Ōdate
71,NG,1666236187,68.99,98,6.7,6.3333,3.04,Uromi
100,CA,1666236187,53.15,89,48.6499,-53.1147,15.26,Bonavista
75,RU,1666236187,41.59,45,53.0452,158.6483,15.66,Petropavlovsk-Kamchatskiy
0,US,1666235906,73.36,35,39.1502,-123.2078,0.0,Ukiah
73,VU,1666236188,82.11,77,-15.5333,167.1667,9.1,Luganville
100,CA,1666236188,58.33,39,54.0166,-124.0198,10.92,Vanderhoof
40,AU,1666236188,93.52,46,-14.4667,132.2667,4.61,Katherine
0,CA,1666236189,50.09,46,52.7834,-108.2847,5.75,North Battleford
40,BR,1666236189,80.49,31,-14.4739,-48.4597,1.5,Niquelândia
46,PG,1666236190,91.33,55,-5.5502,150.1429,8.41,Kimbe
6,SD,1666236190,80.28,25,13.6017,26.6876,14.0,Umm Kaddadah
0,IR,1666236190,54.3,58,36.2133,58.7958,0.67,Neyshabur
28,PF,1666236190,79.11,74,-16.4833,-151.75,6.49,Faanui
5,TM,1666236191,50.05,38,41.1875,61.4036,13.13,Gazojak
4,NG,1666236191,71.01,36,11.5233,7.3081,4.18,Funtua
1,BR,1666236191,70.52,87,-23.7781,-45.3581,2.93,Ilhabela
99,PH,1666236192,87.51,82,14.9167,120.55,2.35,Lubao
100,RU,1666236192,19.02,87,62.6667,135.6,1.41,Khandyga
81,LK,1666236193,82.36,69,6.7989,81.4808,1.16,Wattegama
4,US,1666236193,55.92,84,40.8021,-124.1637,1.01,Eureka
89,MV,1666236193,81.5,75,2.6708,72.8944,11.52,Kudahuvadhoo
0,FI,1666236194,43.9,87,63.1142,21.6822,3.44,Korsholm
97,SO,1666236194,78.17,79,7.9803,49.8164,12.26,Eyl
75,NO,1666236067,35.55,75,71.0357,27.8492,23.02,Mehamn
90,RU,1666236194,22.69,87,63.4453,120.3167,6.82,Verkhnevilyuysk
5,NA,1666236195,69.48,41,-24.8333,16.9833,5.93,Maltahöhe
100,AR,1666236195,62.47,99,-26.6167,-54.1333,3.62,San Vicente
4,DZ,1666236195,75.31,41,36.8886,4.1198,6.82,Tigzirt
98,PT,1666236196,49.08,88,42.0304,-8.1588,8.97,Vila
0,CL,1666236196,54.93,48,-26.3667,-70.05,1.95,Diego de Almagro
20,US,1666236064,42.39,83,42.1584,-72.3287,0.0,Palmer
20,MU,1666236196,72.25,77,-20.4081,57.7,0.0,Mahébourg
12,AU,1666236197,73.04,24,-41.45,147.1667,5.75,Launceston
0,IR,1666236197,60.37,67,37.2289,55.3747,0.0,Minudasht
100,RU,1666236198,40.32,93,54.6667,55.7167,4.47,Avdon
2,IN,1666236198,75.4,49,26.5,77.0167,8.59,Karauli
100,AU,1666236154,66.88,95,-31.4333,152.9167,13.09,Port Macquarie
0,PK,1666236198,74.91,40,32.1564,71.2594,8.43,Kalur Kot
0,US,1666235940,51.48,74,38.2668,-76.4538,6.91,Lexington Park
96,FI,1666236199,31.01,88,66.7131,27.4306,4.0,Kemijärvi
61,MV,1666236189,81.93,73,0.5333,72.9333,10.42,Thinadhoo
10,UZ,1666236199,41.0,74,41.0167,70.1436,8.95,Angren
20,US,1666236200,84.22,43,33.8464,-118.0467,6.91,La Palma
75,NO,1666236200,31.98,93,70.3705,31.1107,18.41,Vardø
100,IE,1666236200,58.12,91,53.5828,-6.1083,18.45,Skerries
88,PG,1666236150,86.7,63,-2.0226,147.2712,9.6,Lorengau
100,RU,1666236201,35.4,91,62.9167,34.4667,7.72,Medvezh'yegorsk
4,BO,1666236201,62.02,63,-17.6167,-66.0167,4.47,Tarata
4,CN,1666236201,66.56,59,25.7,100.1833,2.13,Dali
100,RU,1666236202,10.78,80,67.5447,133.385,0.27,Verkhoyansk
60,AO,1666236202,61.92,79,-14.6585,17.691,1.21,Menongue
100,AU,1666236202,75.09,85,-32.7167,152.15,11.99,Nelson Bay
0,CL,1666236203,54.43,74,-31.6308,-71.1653,0.94,Illapel
23,SO,1666236203,77.68,85,5.3505,48.5268,16.87,Hobyo
100,ID,1666236203,77.05,87,4.1363,96.1285,3.13,Meulaboh
87,CA,1666236204,39.51,100,48.8333,-72.5321,3.44,Normandin
100,GA,1666236204,73.08,99,-1.2154,10.5838,1.77,Fougamou
75,IS,1666236205,40.95,100,63.8424,-22.4338,10.36,Grindavik
0,AW,1666236205,82.9,82,12.524,-70.027,4.0,Oranjestad
96,CN,1666236205,55.17,31,46.0833,127.4,8.08,Bayan
100,RU,1666236206,48.51,81,51.0239,45.6969,5.19,Krasnoarmeysk
100,AT,1666236206,46.36,85,48.0383,14.2077,5.75,Bad Hall
89,NC,1666236206,80.58,66,-22.2763,166.4572,15.17,Noumea
100,RU,1666236207,35.71,100,64.3833,-173.3,18.01,Provideniya
100,RU,1666236207,40.68,84,55.6101,73.4972,9.15,Sargatskoye
33,BR,1666236207,80.78,39,-16.4269,-51.8222,3.8,Piranhas
47,RU,1666236208,12.63,81,67.8006,130.4114,2.86,Batagay-Alyta
0,HR,1666236208,54.7,68,45.2924,14.6541,9.22,Zlobin
100,CA,1666236208,28.49,100,49.4169,-82.4331,4.61,Kapuskasing
73,CN,1666236209,64.9,35,36.2411,115.6672,14.47,Yanta
2,MX,1666236209,82.02,58,25.6667,-108.6417,9.1,Leyva Solano
91,TZ,1666236209,56.07,84,-5.3,36.5667,5.44,Kibaya
100,KZ,1666236210,44.26,93,51.1,66.3167,15.12,Derzhavīnsk
12,AF,1666236210,37.94,74,36.8648,70.8342,5.48,Jurm
0,ES,1666236210,64.15,50,28.6585,-17.9182,8.01,Los Llanos de Aridane
0,US,1666236211,50.11,77,38.8876,-76.5119,5.75,Mayo
100,GB,1666236211,54.97,88,54.2797,-0.4044,8.01,Scarborough
97,PA,1666236211,59.61,95,8.5196,-81.7115,1.95,Bisira
89,BR,1666236212,60.17,96,-21.7397,-44.3092,2.73,Andrelândia
100,MX,1666236212,74.84,98,17.5167,-101.2667,3.74,Petatlán
96,ID,1666236212,82.67,73,5.5577,95.3222,15.82,Banda Aceh
99,CN,1666236213,38.25,51,47.8667,88.1167,1.74,Altay
3,LY,1666236213,61.3,85,31.7566,13.9942,3.27,Bani Walid
100,SS,1666236213,78.64,52,4.7717,33.5903,14.25,Kapoeta
13,PF,1666236214,77.11,78,-17.7333,-149.15,11.68,Tautira
91,CO,1666236214,76.35,91,6.2262,-77.4044,4.79,Bahía Solano
75,BR,1666236214,69.85,97,-20.3194,-40.3378,2.3,Vitória
0,CL,1666236215,55.13,82,-29.9533,-71.3436,4.61,Coquimbo
62,IN,1666236215,79.66,59,23.2667,68.8333,3.8,Naliya
100,SS,1666236215,66.4,93,4.9158,29.4742,1.79,Maridi
100,US,1666236216,35.8,91,64.8569,-147.8028,0.0,College
100,RU,1666236216,27.91,78,57.8,158.6667,11.16,Tigil'
89,MG,1666236216,70.12,75,-14.2667,50.1667,12.03,Sambava
75,AO,1666236217,75.2,88,-8.8368,13.2343,5.75,Luanda
1,ML,1666236217,76.66,52,12.3917,-5.4642,7.76,Koutiala
20,AU,1666236217,78.21,64,-37.8068,144.8916,11.5,Seddon
100,CA,1666236218,21.43,93,70.4692,-68.5914,6.91,Clyde River
0,US,1666236218,47.37,68,33.9926,-83.7202,5.75,Winder
31,BR,1666236049,74.17,78,-5.4667,-35.3667,15.01,São Miguel
75,US,1666236219,45.09,78,60.5544,-151.2583,12.66,Kenai
100,CM,1666236219,64.78,90,7.3667,12.65,0.18,Tignère
20,ES,1666235943,67.1,85,42.1362,-0.4087,6.91,Huesca
100,RU,1666236219,26.08,55,50.0,88.6667,1.01,Kosh-Agach
62,CL,1666236220,51.64,87,-35.85,-71.6,4.32,Linares
60,MZ,1666236220,69.62,98,-16.8392,36.9856,1.66,Mocuba
89,TZ,1666236220,70.83,85,-7.986,38.758,0.67,Utete
5,NE,1666236221,79.11,26,13.3154,12.6113,8.34,Diffa
40,CA,1666236150,55.65,50,55.1001,-105.2842,8.05,La Ronge
0,AF,1666236221,51.73,39,32.8333,66.0,7.25,Oruzgan
100,CD,1666236221,56.19,96,0.15,29.2833,2.57,Butembo
8,IN,1666236222,76.86,58,22.8833,92.7333,0.54,Lunglei
40,SE,1666236222,41.45,93,63.1792,14.6357,17.27,Östersund
3,IN,1666236222,80.51,79,18.3,83.9,6.44,Srikakulam
0,DE,1666236223,51.64,84,50.1667,8.5667,12.66,Steinbach am Taunus
76,MR,1666236223,83.26,15,20.5022,-10.0711,6.31,Adrar
0,AU,1666236224,86.38,43,-20.7377,116.8463,7.92,Karratha
97,UY,1666236224,56.52,99,-34.4833,-54.3333,6.89,Rocha
52,OM,1666236224,75.45,31,22.6906,58.5334,1.99,Ibrā’
31,MX,1666236225,78.67,74,25.0833,-108.05,7.05,La Reforma
98,RU,1666236225,32.36,86,62.7084,56.1964,7.72,Troitsko-Pechorsk
100,BR,1666236225,72.88,86,-21.6403,-41.0511,16.58,São João da Barra
99,CR,1666236097,77.38,91,9.4236,-84.1652,4.5,Quepos
40,PH,1666236226,87.31,65,14.35,121.0167,4.61,City of San Pedro
22,SO,1666236226,77.77,88,9.4942,50.8122,12.12,Bandarbeyla
93,LK,1666236226,81.7,73,7.4167,81.8167,2.53,Kalmunai
95,PH,1666236227,85.5,69,7.6947,126.5503,6.78,Kinablangan
100,TH,1666236227,86.68,72,12.5728,102.5371,4.29,Bo Rai
3,IR,1666236227,64.18,48,35.2182,52.3409,2.55,Garmsār
3,YE,1666236227,65.57,30,14.4,46.4667,3.29,Marzuq
99,IS,1666236228,31.06,74,66.0449,-17.3389,10.45,Husavik
99,VN,1666236228,80.6,86,12.25,109.1833,5.84,Nha Trang
12,CL,1666236228,61.03,69,-22.092,-70.1979,4.76,Tocopilla
29,ZA,1666236229,50.05,88,-33.0117,17.9442,9.28,Saldanha
100,PH,1666236229,81.75,79,12.1791,125.5072,12.26,San Policarpo
58,IT,1666236229,52.68,80,46.6166,10.7002,2.89,Laas
60,AU,1666236230,90.3,37,-20.1,146.2667,9.48,Charters Towers
100,US,1666236004,46.98,78,61.2181,-149.9003,4.61,Anchorage
6,RU,1666236230,8.38,85,68.5333,146.4167,4.81,Belaya Gora
100,RU,1666236191,32.68,45,59.2353,163.0719,7.34,Ossora
100,CA,1666236230,39.15,87,60.7522,-137.5108,2.3,Haines Junction
99,AR,1666236104,68.59,97,-26.7852,-60.4388,3.65,Presidencia Roque Sáenz Peña
100,CN,1666236228,72.07,58,30.9866,103.9393,4.32,Tianpeng
40,ID,1666236231,81.9,78,3.3,117.6333,3.44,Tarakan
75,NO,1666236231,35.6,86,70.8578,29.0864,32.21,Berlevåg
100,SR,1666236232,77.13,90,4.75,-55.1667,7.72,Distrikt Brokopondo
75,NO,1666236232,40.89,93,68.1214,13.5031,4.61,Gravdal
6,US,1666235982,45.45,30,37.6792,-95.4572,9.69,Chanute
59,BR,1666236232,77.74,72,-10.3353,-67.1856,1.5,Plácido de Castro
100,BR,1666235999,76.12,35,-16.2042,-48.7069,5.23,Abadiânia
0,IN,1666236233,75.06,63,27.8,79.8,5.26,Kānt
59,PT,1666236233,61.27,88,41.7178,-8.8571,22.66,Areosa
0,US,1666236233,77.09,49,38.421,-121.4238,0.0,Laguna
0,US,1666236131,51.96,71,41.7057,-70.2286,4.0,Yarmouth
0,JP,1666236212,64.76,51,34.6667,138.95,7.36,Shimoda
1,SY,1666236234,64.54,78,34.8205,36.1153,1.45,Safita
20,US,1666236234,53.42,61,41.1415,-73.3579,13.8,Westport
40,PA,1666236235,79.38,86,8.9936,-79.5197,2.3,Panama City
100,CA,1666236235,57.22,94,47.3821,-61.8597,14.97,Cap-aux-Meules
0,US,1666236199,56.86,50,35.1981,-111.6513,1.99,Flagstaff
100,PH,1666236235,83.88,69,6.3711,126.1689,3.47,Pundaguitan
0,US,1666236234,63.27,42,40.0444,-111.7321,5.75,Payson
33,DO,1666236236,77.65,84,18.2085,-71.1008,0.56,Santa Cruz de Barahona
100,ES,1666236236,68.34,52,37.4725,-4.4421,2.39,Cabra
18,CL,1666236237,51.44,93,-35.3333,-72.4167,7.94,Constitución
0,CN,1666236237,66.87,45,32.68,109.0172,3.24,Ankang
87,KZ,1666236237,49.05,44,45.2514,77.9838,14.07,Ushtobe
97,RU,1666236238,34.0,86,61.4009,47.4978,9.62,Kharitonovo
100,RU,1666236238,39.42,37,51.3012,117.8868,3.89,Vershino-Shakhtaminskiy
0,CA,1666236238,41.97,52,49.8167,-94.4337,9.22,Kenora
99,KZ,1666236239,39.81,79,52.8339,70.7803,10.49,Stepnyak
20,PL,1666236239,38.17,99,50.3154,19.0782,0.0,Czeladź
5,US,1666236239,61.86,33,46.3774,-120.3087,1.03,Toppenish
86,SB,1666236240,83.89,76,-8.7676,160.7034,3.44,Auki
0,TM,1666236240,46.27,87,37.4966,61.9714,11.5,Murgab
40,CA,1666236240,14.34,69,66.1451,-65.7125,6.69,Pangnirtung
94,RU,1666236241,33.93,87,61.67,96.37,5.55,Baykit
75,CN,1666236241,71.87,35,28.6833,115.8833,4.76,Nanchang
28,CL,1666236241,60.08,76,-23.65,-70.4,4.81,Antofagasta
88,ID,1666236242,85.77,68,-6.8844,112.2051,3.53,Labuhan
51,HT,1666236243,79.57,78,19.7578,-72.2042,2.71,Cap-Haïtien
82,TZ,1666236243,76.08,73,-6.4333,39.55,12.41,Sokoni
100,BR,1666236243,69.33,91,-23.785,-53.0733,4.41,Cruzeiro do Oeste
5,PR,1666236244,69.8,89,18.1585,-66.8018,1.54,Adjuntas
93,RU,1666236232,28.45,79,66.4167,112.4,8.88,Udachny
75,NO,1666236244,36.05,75,70.6634,23.6821,14.97,Hammerfest
20,NE,1666236245,80.89,44,13.5137,2.1098,1.14,Niamey
0,GR,1666236245,66.07,75,38.1667,24.0,8.1,Kato Souli
5,PF,1666236191,78.82,77,-17.5333,-149.3333,11.77,Tiarei
35,BR,1666236246,80.69,82,-3.9014,-38.3911,17.16,Aquiraz
0,ZW,1666236246,60.28,61,-17.8833,30.7,5.75,Norton
100,MX,1666236004,75.13,94,21.1743,-86.8466,6.91,Cancún
100,ET,1666236247,55.54,94,8.5333,34.8,4.07,Dembī Dolo
75,CA,1666236247,28.47,80,50.1001,-91.917,0.0,Sioux Lookout
100,ID,1666236247,81.32,71,1.7427,98.7792,0.78,Sibolga
41,ZA,1666236212,66.88,68,-34.0033,24.7314,23.89,Kruisfontein
12,MQ,1666236248,77.05,94,14.5452,-60.8388,5.75,Le Vauclin
96,ML,1666236248,76.84,24,18.4411,1.4078,11.25,Kidal
100,RU,1666236249,37.71,95,50.2814,113.2867,3.31,Aksha
61,RU,1666236249,31.42,93,61.3614,63.5842,6.69,Sovetskiy
75,EE,1666236250,46.42,76,59.4021,24.9386,8.05,Lagedi
11,IN,1666236051,80.94,78,18.7667,84.4167,5.84,Palāsa
100,NO,1666236250,42.21,93,64.2457,12.3778,6.35,Snåase
0,AU,1666236250,98.65,23,-20.3167,118.5667,8.05,Port Hedland
100,US,1666236251,73.72,87,21.3469,-158.0858,9.22,Makakilo City
0,IN,1666236125,70.52,71,22.0833,79.5333,4.68,Seoni
0,AF,1666236251,60.01,41,30.15,62.6,9.91,Rūdbār
100,CA,1666236252,57.38,100,50.6996,-127.4199,3.44,Port Hardy
1,IN,1666236252,78.1,55,27.9167,96.1667,3.04,Tezu
91,LK,1666236253,73.04,88,7.0559,80.5348,2.66,Nawalapitiya
100,KZ,1666236253,44.83,57,45.41,79.9186,1.95,Sarkand
44,CN,1666236254,55.15,39,42.8,93.45,0.81,Kumul
84,BR,1666236254,55.51,99,-30.5439,-52.5219,4.92,Encruzilhada do Sul
88,VE,1666236254,80.53,86,8.3533,-62.6528,5.48,Ciudad Guayana
0,GR,1666236255,62.22,73,36.8197,21.7049,2.77,Methóni
100,AU,1666236255,68.02,99,-28.8667,153.5667,13.09,Ballina
75,VU,1666236122,80.71,78,-19.55,169.2667,4.61,Isangel
29,IN,1666236256,81.0,64,20.7667,71.0333,3.87,Delvāda
100,RU,1666236256,35.87,96,65.85,74.4859,13.76,Pangody
90,AU,1666236018,74.21,87,-24.85,152.35,5.01,Bundaberg
97,PY,1666236257,72.57,92,-23.4923,-58.7972,4.21,Pozo Colorado
31,IN,1666236257,81.84,79,11.6667,92.75,15.3,Port Blair
100,RU,1666236257,30.02,44,59.7,150.1667,7.92,Arman'
0,MX,1666236258,61.75,67,29.5667,-104.4167,4.61,Ojinaga
100,BR,1666236258,64.31,98,-28.5178,-49.3208,0.85,Urussanga
100,RU,1666236259,29.46,99,66.3167,-179.1667,6.51,Egvekinot
13,BR,1666236259,74.71,93,-1.8,-53.48,2.91,Prainha
66,ID,1666236259,87.13,62,-3.945,122.4989,6.4,Kendari
100,MV,1666236260,81.09,77,3.7833,72.9667,13.22,Mahibadhoo
100,RU,1666236260,9.66,89,62.5333,155.8,7.2,Omsukchan
100,CA,1666236261,64.9,100,45.6169,-61.3485,13.8,Port Hawkesbury
100,MN,1666236261,40.91,59,49.4867,105.9228,9.6,Darhan
0,SD,1666236261,75.29,70,11.0167,29.7167,0.36,Kaduqli
75,CO,1666236262,55.49,94,4.7059,-74.2302,2.3,Mosquera
100,RU,1666236262,46.99,65,48.4219,42.2308,4.56,Chernyshkovskiy
20,US,1666235967,84.18,42,33.8583,-118.0648,6.91,Cerritos
0,LY,1666236263,61.05,63,30.3333,10.85,8.01,Nālūt
100,CO,1666236263,61.16,99,5.4753,-75.2296,2.24,Alejandria
100,CO,1666236264,73.08,99,4.9551,-76.6053,2.57,Nóvita
